mpi_2d,1024,1024,1024,6,1,32,0,0.339547565,268930244973588,268930244973588,289595645,c3fc17cb3c3c1967,opt_baseline,local-np6,1,1,,
mpi_2d,1024,1024,1024,6,1,32,1,0.242113614,268930244973588,268930244973588,289595645,c3fc17cb3c3c1967,opt_baseline,local-np6,1,1,,
mpi_2d,1024,1024,1024,6,1,32,2,0.242081302,268930244973588,268930244973588,289595645,c3fc17cb3c3c1967,opt_baseline,local-np6,1,1,,
mpi_2d,2048,512,256,6,1,32,0,0.123088232,67263043963404,67263043963404,151477120,3c2412ddd0188f9d,opt_baseline,local-np6,1,1,,
mpi_2d,2048,512,256,6,1,32,1,0.072252485,67263043963404,67263043963404,151477120,3c2412ddd0188f9d,opt_baseline,local-np6,1,1,,
mpi_2d,2048,512,256,6,1,32,2,0.063291405,67263043963404,67263043963404,151477120,3c2412ddd0188f9d,opt_baseline,local-np6,1,1,,
