variant,m,k,n,processes,nodes,tile,repeat_index,seconds,checksum_sum,checksum_abs,checksum_max_abs,checksum_hash,run_label,mapping,pe,threads_per_process,sample_file,full_file
seq_tiled,64,48,32,1,1,32,0,0.000065022,24967791651,24967791651,18167515,ab455206496dc1c8,hotspot_smoke,local,1,1,,
mpi_2d,64,48,32,3,3,32,0,0.056960633,24967791651,24967791651,18167515,ab455206496dc1c8,node_sweep,ppr:1:node:PE=1,1,1,outputs/hotspot_smoke/C_sample_mpi_2d_M64_K48_N32_P3_R0.csv,
