variant,m,k,n,processes,nodes,tile,repeat_index,seconds,checksum_sum,checksum_abs,checksum_max_abs,checksum_hash,run_label,mapping,pe,threads_per_process,sample_file,full_file
mpi_2d,10000,10000,10000,16,3,32,0,214.210281597,2.5001135404454214e+17,2.5001135404454214e+17,2619315240,c14405814301863a,report_large_10000,slots_4_6_6,1,1,,
